image_path,original_size,method,compressed_size,compression_ratio,compression_time,decompression_time,psnr,ssim
mountain-peaks/mountain-peaks_000043.png,104617,PNG_Lossless,357146,0.2929250222598041,0.03159046173095703,0.0001232624053955078,inf,1.0
mountain-peaks/mountain-peaks_000043.png,104617,JPEG_Q85,65457,1.5982553432024076,0.0013585090637207031,5.7697296142578125e-05,36.919322919912844,0.9978495825311473
mountain-peaks/mountain-peaks_000043.png,104617,Haar_T5.0,2097327,0.04988111057550873,0.0307924747467041,0.055509090423583984,8.628375753647394,0.0
mountain-peaks/mountain-peaks_000043.png,104617,DCT_Q50,1426553,0.07333551575020346,4.744607448577881,5.69783878326416,28.862489071663532,0.9861233144791646
mountain-peaks/mountain-peaks_000744.png,43487,PNG_Lossless,194328,0.22378144168622124,0.06734752655029297,0.0001971721649169922,inf,1.0
mountain-peaks/mountain-peaks_000744.png,43487,JPEG_Q85,34653,1.254927423311113,0.0010173320770263672,7.62939453125e-05,39.88097615077565,0.9959261205481378
mountain-peaks/mountain-peaks_000744.png,43487,Haar_T5.0,2097327,0.02073448727833094,0.02119302749633789,0.12769055366516113,16.84274143404983,0.44670427161387827
mountain-peaks/mountain-peaks_000744.png,43487,DCT_Q50,1426553,0.030483970802346636,4.6657702922821045,5.698350667953491,31.868100238291085,0.9734607127672776
mountain-peaks/mountain-peaks_000013.png,32931,PNG_Lossless,142079,0.2317795029525827,0.12336492538452148,0.0001342296600341797,inf,1.0
mountain-peaks/mountain-peaks_000013.png,32931,JPEG_Q85,20984,1.5693385436523066,0.0007879734039306641,6.365776062011719e-05,44.995080076879496,0.9986068475253096
mountain-peaks/mountain-peaks_000013.png,32931,Haar_T5.0,2097327,0.015701414228682507,0.11453509330749512,0.0609440803527832,16.707795769037954,0.17659918867770388
mountain-peaks/mountain-peaks_000013.png,32931,DCT_Q50,1426553,0.023084315829835975,4.677732467651367,5.60169243812561,37.13690058579937,0.9914678358845466
mountain-peaks/mountain-peaks_000254.png,67096,PNG_Lossless,276084,0.2430274843888092,0.06813669204711914,0.00013685226440429688,inf,1.0
mountain-peaks/mountain-peaks_000254.png,67096,JPEG_Q85,44200,1.5180090497737557,0.0011494159698486328,6.985664367675781e-05,39.54185927275344,0.9989608315413662
mountain-peaks/mountain-peaks_000254.png,67096,Haar_T5.0,2097327,0.03199119641333945,0.05906534194946289,0.060193777084350586,10.612140277271628,0.3369518438847464
mountain-peaks/mountain-peaks_000254.png,67096,DCT_Q50,1426553,0.047033653849523994,4.696092844009399,5.6074419021606445,31.59344744799203,0.9935078825872771
mountain-peaks/mountain-peaks_000997.png,50811,PNG_Lossless,220947,0.2299691781286915,0.0740656852722168,0.000133514404296875,inf,1.0
mountain-peaks/mountain-peaks_000997.png,50811,JPEG_Q85,35939,1.413812293052116,0.0009818077087402344,7.700920104980469e-05,40.05279159187892,0.99886475908042
mountain-peaks/mountain-peaks_000997.png,50811,Haar_T5.0,2097327,0.024226551224487167,0.020839214324951172,0.0253603458404541,10.289133691395252,0.17393083803664616
mountain-peaks/mountain-peaks_000997.png,50811,DCT_Q50,1222784,0.04155353684706375,4.018449544906616,4.820298194885254,31.937888312779165,0.9926278678223142
mountains/mountains_000091.png,54208,PNG_Lossless,107068,0.50629506481862,0.02313375473022461,0.00011920928955078125,inf,1.0
mountains/mountains_000091.png,54208,JPEG_Q85,43780,1.2381909547738694,0.000988006591796875,6.103515625e-05,40.7141993593807,0.9996345860391694
mountains/mountains_000091.png,54208,Haar_T5.0,2097327,0.025846231894215827,0.07758545875549316,0.0491635799407959,8.913815767968952,0.5219452703586102
mountains/mountains_000091.png,54208,DCT_Q50,1528442,0.03546618059435687,5.021907329559326,6.05208420753479,32.69285665686504,0.9976809294767015
mountains/mountains_000249.png,180670,PNG_Lossless,635102,0.28447399000475515,0.03741812705993652,0.00014209747314453125,inf,1.0
mountains/mountains_000249.png,180670,JPEG_Q85,126038,1.4334565765880132,0.002390623092651367,6.699562072753906e-05,34.42015899042877,0.9967431000823335
mountains/mountains_000249.png,180670,Haar_T5.0,2097327,0.08614298104205972,0.02294182777404785,0.04938459396362305,21.34282400759737,0.9270211587678119
mountains/mountains_000249.png,180670,DCT_Q50,2139751,0.08443505809788149,7.008786678314209,8.448543787002563,25.16908317696324,0.972483948414772
mountains/mountains_000827.png,61507,PNG_Lossless,220903,0.27843442596976953,0.04280710220336914,9.5367431640625e-05,inf,1.0
mountains/mountains_000827.png,61507,JPEG_Q85,43899,1.4011025308093579,0.0011439323425292969,8.511543273925781e-05,38.44183346059157,0.9988155553904301
mountains/mountains_000827.png,61507,Haar_T5.0,2097327,0.029326375906093802,0.016300439834594727,0.042240142822265625,6.574265050421911,0.0
mountains/mountains_000827.png,61507,DCT_Q50,1494476,0.04115623134797748,5.01067590713501,6.103909969329834,30.18140731164246,0.9920360608937487
mountains/mountains_000053.png,32287,PNG_Lossless,139811,0.23093318837573582,0.10389208793640137,0.00022339820861816406,inf,1.0
mountains/mountains_000053.png,32287,JPEG_Q85,22383,1.4424786668453737,0.0007843971252441406,6.67572021484375e-05,43.53117259935226,0.9994994425471149
mountains/mountains_000053.png,32287,Haar_T5.0,2097327,0.015394356721674779,0.015461444854736328,0.038109540939331055,6.7116017149396,0.0
mountains/mountains_000053.png,32287,DCT_Q50,1222784,0.026404499895320843,4.058013677597046,5.010746717453003,35.90478477804317,0.9971237704943087
mountains/mountains_000339.png,90186,PNG_Lossless,286123,0.3152001062480122,0.07705855369567871,0.00013589859008789062,inf,1.0
mountains/mountains_000339.png,90186,JPEG_Q85,55423,1.6272305721451383,0.0013670921325683594,0.00010323524475097656,36.993278434630874,0.9984528302302278
mountains/mountains_000339.png,90186,Haar_T5.0,2097327,0.04300044771273149,0.03648066520690918,0.07235264778137207,10.083363186674351,0.45055742941422267
mountains/mountains_000339.png,90186,DCT_Q50,1426553,0.06321952286385434,4.6804282665252686,5.59422492980957,28.257159589766317,0.988397754485775
snow/snow_000652.png,69037,PNG_Lossless,266443,0.25910607522059126,0.07176733016967773,0.000110626220703125,inf,1.0
snow/snow_000652.png,69037,JPEG_Q85,59978,1.151038714195205,0.0013577938079833984,6.699562072753906e-05,36.145102262541464,0.9976457187446657
snow/snow_000652.png,69037,Haar_T5.0,2097327,0.032916660110702815,0.11111688613891602,0.3261840343475342,6.542606176940955,0.22390924413608304
snow/snow_000652.png,69037,DCT_Q50,1426553,0.04839427627294605,4.653527498245239,5.697619676589966,27.683154031370186,0.9833284874425189
snow/snow_000754.png,46067,PNG_Lossless,210895,0.21843571445506058,0.1544046401977539,0.00014257431030273438,inf,1.0
snow/snow_000754.png,46067,JPEG_Q85,28541,1.6140639781367156,0.0009360313415527344,7.867813110351562e-05,44.07493747476029,0.9983164468472971
snow/snow_000754.png,46067,Haar_T5.0,2097327,0.02196462449584638,0.04345273971557617,0.12044525146484375,14.783066148449924,0.29947217262056813
snow/snow_000754.png,46067,DCT_Q50,1426553,0.032292526110141016,4.679423809051514,5.571504592895508,36.14164282134421,0.9895703067236707
snow/snow_000709.png,78163,PNG_Lossless,307257,0.2543896477541602,0.0525360107421875,0.00013327598571777344,inf,1.0
snow/snow_000709.png,78163,JPEG_Q85,51448,1.5192621676255638,0.0011832714080810547,6.818771362304688e-05,40.114657599824795,0.9984823784048075
snow/snow_000709.png,78163,Haar_T5.0,2097327,0.037267912919635326,0.03662252426147461,0.05889010429382324,10.783813418764623,0.37151628985847185
snow/snow_000709.png,78163,DCT_Q50,1426553,0.05479151493144664,4.673515319824219,5.699726581573486,31.66946108077265,0.989400000637689
snow/snow_000088.png,60713,PNG_Lossless,273100,0.22231050897107288,0.10971975326538086,0.0001430511474609375,inf,1.0
snow/snow_000088.png,60713,JPEG_Q85,39905,1.5214384162385666,0.001107931137084961,6.842613220214844e-05,41.09822905865312,0.9991157639886626
snow/snow_000088.png,60713,Haar_T5.0,2097327,0.028947798793416572,0.0330047607421875,0.046466827392578125,7.584575879849895,0.05071549219091322
snow/snow_000088.png,60713,DCT_Q50,1528442,0.03972214843611992,5.018482208251953,6.037526845932007,33.0500814512638,0.9943751843026208
snow/snow_000985.png,62088,PNG_Lossless,264788,0.23448192516277172,0.11911988258361816,0.000141143798828125,inf,1.0
snow/snow_000985.png,62088,JPEG_Q85,42077,1.475580483399482,0.0011637210845947266,7.319450378417969e-05,39.52227209872057,0.9992017202598311
snow/snow_000985.png,62088,Haar_T5.0,2097327,0.02960339517872034,0.014513254165649414,0.036649227142333984,11.08557081889984,0.4761198334212334
snow/snow_000985.png,62088,DCT_Q50,1426553,0.04352309377920063,4.6933910846710205,5.607934951782227,31.42284292258896,0.9948339375021291
